zgbh,rq,bcbh
1327914   ,2017/8/29 0:00:00,106
1330919   ,2017/8/29 0:00:00,305
1290595   ,2017/8/29 0:00:00,305
1317751   ,2017/8/29 0:00:00,106
1328129   ,2017/8/29 0:00:00,113
1323155   ,2017/8/29 0:00:00,106
1321716   ,2017/8/29 0:00:00,106
1328117   ,2017/8/29 0:00:00,113
1321851   ,2017/8/29 0:00:00,106
1313225   ,2017/8/29 0:00:00,106
1300117   ,2017/8/29 0:00:00,106
1309327   ,2017/8/29 0:00:00,305
1321657   ,2017/8/29 0:00:00,106
1321664   ,2017/8/29 0:00:00,106
1323637   ,2017/8/29 0:00:00,305
1330038   ,2017/8/29 0:00:00,305
1309716   ,2017/8/29 0:00:00,305
1317668   ,2017/8/29 0:00:00,106
1314955   ,2017/8/29 0:00:00,113
1326305   ,2017/8/29 0:00:00,305
1331078   ,2017/8/29 0:00:00,305
1321007   ,2017/8/29 0:00:00,106
1322060   ,2017/8/29 0:00:00,305
1317647   ,2017/8/29 0:00:00,106
1302734   ,2017/8/29 0:00:00,113
1323675   ,2017/8/29 0:00:00,305
1315471   ,2017/8/29 0:00:00,305
1309015   ,2017/8/29 0:00:00,113
1321905   ,2017/8/29 0:00:00,106
1316223   ,2017/8/29 0:00:00,106
1317649   ,2017/8/29 0:00:00,113
1303025   ,2017/8/29 0:00:00,113
1320675   ,2017/8/29 0:00:00,113
1331001   ,2017/8/29 0:00:00,113
1324737   ,2017/8/29 0:00:00,106
1317766   ,2017/8/29 0:00:00,106
1322056   ,2017/8/29 0:00:00,305
1302457   ,2017/8/29 0:00:00,113
1317738   ,2017/8/29 0:00:00,106
1320605   ,2017/8/29 0:00:00,113
1321044   ,2017/8/29 0:00:00,106
1321216   ,2017/8/29 0:00:00,106
1302031   ,2017/8/29 0:00:00,305
1327403   ,2017/8/29 0:00:00,113
1322279   ,2017/8/29 0:00:00,106
1316749   ,2017/8/29 0:00:00,113
1326981   ,2017/8/29 0:00:00,113
1318964   ,2017/8/29 0:00:00,106
1317746   ,2017/8/29 0:00:00,113
1317709   ,2017/8/29 0:00:00,113
1317832   ,2017/8/29 0:00:00,106
1322032   ,2017/8/29 0:00:00,106
1320514   ,2017/8/29 0:00:00,113
1321427   ,2017/8/29 0:00:00,106
1305267   ,2017/8/29 0:00:00,305
1325531   ,2017/8/29 0:00:00,106
1317819   ,2017/8/29 0:00:00,113
1317611   ,2017/8/29 0:00:00,305
1321765   ,2017/8/29 0:00:00,106
1305521   ,2017/8/29 0:00:00,113
1317681   ,2017/8/29 0:00:00,113
1320602   ,2017/8/29 0:00:00,113
1320506   ,2017/8/29 0:00:00,113
1327948   ,2017/8/29 0:00:00,106
1321430   ,2017/8/29 0:00:00,106
1321769   ,2017/8/29 0:00:00,106
1322248   ,2017/8/29 0:00:00,106
1331242   ,2017/8/29 0:00:00,305
1321484   ,2017/8/29 0:00:00,106
1327820   ,2017/8/29 0:00:00,312
892173    ,2017/8/29 0:00:00,117
1330929   ,2017/8/29 0:00:00,113
1328219   ,2017/8/29 0:00:00,106
1324868   ,2017/8/29 0:00:00,106
1323655   ,2017/8/29 0:00:00,113
778383    ,2017/8/29 0:00:00,113
1300659   ,2017/8/29 0:00:00,113
1317090   ,2017/8/29 0:00:00,113
1331024   ,2017/8/29 0:00:00,113
1310422   ,2017/8/29 0:00:00,305
1317865   ,2017/8/29 0:00:00,113
1323840   ,2017/8/29 0:00:00,305
1328789   ,2017/8/29 0:00:00,305
1328832   ,2017/8/29 0:00:00,305
1329368   ,2017/8/29 0:00:00,305
1329605   ,2017/8/29 0:00:00,106
1329664   ,2017/8/29 0:00:00,106
1329708   ,2017/8/29 0:00:00,106
1341612   ,2017/8/29 0:00:00,113
1329278   ,2017/8/29 0:00:00,305
1329388   ,2017/8/29 0:00:00,106
1329698   ,2017/8/29 0:00:00,113
1341711   ,2017/8/29 0:00:00,113
1329550   ,2017/8/29 0:00:00,113
1341700   ,2017/8/29 0:00:00,305
1328787   ,2017/8/29 0:00:00,305
1341606   ,2017/8/29 0:00:00,106
1329701   ,2017/8/29 0:00:00,106
1323058   ,2017/8/29 0:00:00,113
897796    ,2017/8/29 0:00:00,113
1282352   ,2017/8/29 0:00:00,113
1318657   ,2017/8/29 0:00:00,113
1318697   ,2017/8/29 0:00:00,113
1318799   ,2017/8/29 0:00:00,113
1318805   ,2017/8/29 0:00:00,113
1318819   ,2017/8/29 0:00:00,113
1318822   ,2017/8/29 0:00:00,113
1318824   ,2017/8/29 0:00:00,113
1318840   ,2017/8/29 0:00:00,113
1318731   ,2017/8/29 0:00:00,113
1318739   ,2017/8/29 0:00:00,113
1318741   ,2017/8/29 0:00:00,113
1318748   ,2017/8/29 0:00:00,113
1318761   ,2017/8/29 0:00:00,113
1318942   ,2017/8/29 0:00:00,113
1326109   ,2017/8/29 0:00:00,113
1318987   ,2017/8/29 0:00:00,113
1327355   ,2017/8/29 0:00:00,113
1327432   ,2017/8/29 0:00:00,113
1327365   ,2017/8/29 0:00:00,113
1325330   ,2017/8/29 0:00:00,113
1320535   ,2017/8/29 0:00:00,113
1318792   ,2017/8/29 0:00:00,113
881186    ,2017/8/29 0:00:00,117
1323915   ,2017/8/29 0:00:00,113
1320550   ,2017/8/29 0:00:00,113
1326374   ,2017/8/29 0:00:00,113
1303920   ,2017/8/29 0:00:00,113
1312843   ,2017/8/29 0:00:00,113
1320927   ,2017/8/29 0:00:00,113
1304434   ,2017/8/29 0:00:00,113
1317258   ,2017/8/29 0:00:00,113
1280918   ,2017/8/29 0:00:00,113
1294341   ,2017/8/29 0:00:00,113
1318467   ,2017/8/29 0:00:00,117
889799    ,2017/8/29 0:00:00,113
1309241   ,2017/8/29 0:00:00,113
1323801   ,2017/8/29 0:00:00,113
1302894   ,2017/8/29 0:00:00,106
1324125   ,2017/8/29 0:00:00,106
1322359   ,2017/8/29 0:00:00,113
1294339   ,2017/8/29 0:00:00,106
1302264   ,2017/8/29 0:00:00,106
1304427   ,2017/8/29 0:00:00,106
1320191   ,2017/8/29 0:00:00,106
893025    ,2017/8/29 0:00:00,305
1326931   ,2017/8/29 0:00:00,305
1324229   ,2017/8/29 0:00:00,305
1300983   ,2017/8/29 0:00:00,305
1325832   ,2017/8/29 0:00:00,305
1302234   ,2017/8/29 0:00:00,305
1302072   ,2017/8/29 0:00:00,305
1326877   ,2017/8/29 0:00:00,305
1318394   ,2017/8/29 0:00:00,305
1302900   ,2017/8/29 0:00:00,305
1300965   ,2017/8/29 0:00:00,113
1325960   ,2017/8/29 0:00:00,305
1318390   ,2017/8/29 0:00:00,305
1301942   ,2017/8/29 0:00:00,305
1325779   ,2017/8/29 0:00:00,305
1287359   ,2017/8/29 0:00:00,312
1312781   ,2017/8/29 0:00:00,312
1303921   ,2017/8/29 0:00:00,312
1318398   ,2017/8/29 0:00:00,305
1327104   ,2017/8/29 0:00:00,312
1300132   ,2017/8/29 0:00:00,319
1327423   ,2017/8/29 0:00:00,113
1329649   ,2017/8/29 0:00:00,113
YG3693    ,2017/8/29 0:00:00,113
YG3711    ,2017/8/29 0:00:00,113
YG3715    ,2017/8/29 0:00:00,113
YG3720    ,2017/8/29 0:00:00,113
YG3746    ,2017/8/29 0:00:00,113
YG3765    ,2017/8/29 0:00:00,113
YG4165    ,2017/8/29 0:00:00,113
YG4310    ,2017/8/29 0:00:00,113
YG4590    ,2017/8/29 0:00:00,305
YG4770    ,2017/8/29 0:00:00,312
YG5139    ,2017/8/29 0:00:00,113
YG3195    ,2017/8/29 0:00:00,113
YG3145    ,2017/8/29 0:00:00,113
YG3033    ,2017/8/29 0:00:00,113
YG3031    ,2017/8/29 0:00:00,113
YG3102    ,2017/8/29 0:00:00,113
YG2756    ,2017/8/29 0:00:00,106
YG2774    ,2017/8/29 0:00:00,106
YG2778    ,2017/8/29 0:00:00,106
YG2790    ,2017/8/29 0:00:00,106
YG2826    ,2017/8/29 0:00:00,106
YG2827    ,2017/8/29 0:00:00,106
YG2829    ,2017/8/29 0:00:00,106
YG2845    ,2017/8/29 0:00:00,106
YG2896    ,2017/8/29 0:00:00,106
YG2958    ,2017/8/29 0:00:00,106
YG2726    ,2017/8/29 0:00:00,305
YG2636    ,2017/8/29 0:00:00,305
YG2561    ,2017/8/29 0:00:00,305
YG3395    ,2017/8/29 0:00:00,106
YG3512    ,2017/8/29 0:00:00,106
YG3184    ,2017/8/29 0:00:00,106
YG3377    ,2017/8/29 0:00:00,106
YG3257    ,2017/8/29 0:00:00,106
YG5054    ,2017/8/29 0:00:00,106
YG5055    ,2017/8/29 0:00:00,106
YG3206    ,2017/8/29 0:00:00,106
YG5141    ,2017/8/29 0:00:00,106
YG2861    ,2017/8/29 0:00:00,113
YG2949    ,2017/8/29 0:00:00,113
YG2959    ,2017/8/29 0:00:00,113
YG3086    ,2017/8/29 0:00:00,113
YG3127    ,2017/8/29 0:00:00,113
YG3013    ,2017/8/29 0:00:00,113
YG2978    ,2017/8/29 0:00:00,113
YG4434    ,2017/8/29 0:00:00,106
YG2920    ,2017/8/29 0:00:00,113
YG2984    ,2017/8/29 0:00:00,113
YG3140    ,2017/8/29 0:00:00,113
YG3009    ,2017/8/29 0:00:00,113
YG2562    ,2017/8/29 0:00:00,113
YG3082    ,2017/8/29 0:00:00,113
YG2851    ,2017/8/29 0:00:00,113
YG2557    ,2017/8/29 0:00:00,113
YG3097    ,2017/8/29 0:00:00,113
YG3063    ,2017/8/29 0:00:00,113
YG3162    ,2017/8/29 0:00:00,113
YG3147    ,2017/8/29 0:00:00,113
YG2948    ,2017/8/29 0:00:00,113
YG3120    ,2017/8/29 0:00:00,113
YG3125    ,2017/8/29 0:00:00,113
1331387   ,2017/8/29 0:00:00,113
794953    ,2017/8/29 0:00:00,113
1331385   ,2017/8/29 0:00:00,106
1331396   ,2017/8/29 0:00:00,113
1306975   ,2017/8/29 0:00:00,113
1304468   ,2017/8/29 0:00:00,113
1290955   ,2017/8/29 0:00:00,113
1291229   ,2017/8/29 0:00:00,113
1301811   ,2017/8/29 0:00:00,113
1309786   ,2017/8/29 0:00:00,113
1306358   ,2017/8/29 0:00:00,113
1304458   ,2017/8/29 0:00:00,113
1303225   ,2017/8/29 0:00:00,113
1329338   ,2017/8/29 0:00:00,312
1315888   ,2017/8/29 0:00:00,305
1331498   ,2017/8/29 0:00:00,113
1303192   ,2017/8/29 0:00:00,305
1300323   ,2017/8/29 0:00:00,106
1313321   ,2017/8/29 0:00:00,106
1341016   ,2017/8/29 0:00:00,305
1341014   ,2017/8/29 0:00:00,113
1331502   ,2017/8/29 0:00:00,113
1302169   ,2017/8/29 0:00:00,106
1328592   ,2017/8/29 0:00:00,312
1302963   ,2017/8/29 0:00:00,113
1332020   ,2017/8/29 0:00:00,106
1331765   ,2017/8/29 0:00:00,312
1290171   ,2017/8/29 0:00:00,113
1332036   ,2017/8/29 0:00:00,106
1332091   ,2017/8/29 0:00:00,113
1332223   ,2017/8/29 0:00:00,113
1332305   ,2017/8/29 0:00:00,113
852081    ,2017/8/29 0:00:00,113
1341669   ,2017/8/29 0:00:00,113
766560    ,2017/8/29 0:00:00,113
1332159   ,2017/8/29 0:00:00,305
1332165   ,2017/8/29 0:00:00,312
1332168   ,2017/8/29 0:00:00,305
1332172   ,2017/8/29 0:00:00,305
1332176   ,2017/8/29 0:00:00,305
1332191   ,2017/8/29 0:00:00,305
1332194   ,2017/8/29 0:00:00,106
1332195   ,2017/8/29 0:00:00,305
1332207   ,2017/8/29 0:00:00,305
1332208   ,2017/8/29 0:00:00,312
1332211   ,2017/8/29 0:00:00,113
1332229   ,2017/8/29 0:00:00,305
1332234   ,2017/8/29 0:00:00,312
1332237   ,2017/8/29 0:00:00,305
1332238   ,2017/8/29 0:00:00,305
1332244   ,2017/8/29 0:00:00,305
1332255   ,2017/8/29 0:00:00,305
1332257   ,2017/8/29 0:00:00,305
1332261   ,2017/8/29 0:00:00,305
1332284   ,2017/8/29 0:00:00,305
1332290   ,2017/8/29 0:00:00,305
1332297   ,2017/8/29 0:00:00,305
1332298   ,2017/8/29 0:00:00,305
1332300   ,2017/8/29 0:00:00,305
1332303   ,2017/8/29 0:00:00,305
1332304   ,2017/8/29 0:00:00,305
1332307   ,2017/8/29 0:00:00,305
1332312   ,2017/8/29 0:00:00,305
1325323   ,2017/8/29 0:00:00,113
1326017   ,2017/8/29 0:00:00,113
1326147   ,2017/8/29 0:00:00,113
1323287   ,2017/8/29 0:00:00,113
1313517   ,2017/8/29 0:00:00,113
1318671   ,2017/8/29 0:00:00,113
1323115   ,2017/8/29 0:00:00,113
1325321   ,2017/8/29 0:00:00,113
YG4212    ,2017/8/29 0:00:00,113
YG3774    ,2017/8/29 0:00:00,113
YG3861    ,2017/8/29 0:00:00,113
YG3889    ,2017/8/29 0:00:00,113
YG4035    ,2017/8/29 0:00:00,113
YG4185    ,2017/8/29 0:00:00,113
YG4196    ,2017/8/29 0:00:00,113
YG4704    ,2017/8/29 0:00:00,113
YG3701    ,2017/8/29 0:00:00,113
YG3838    ,2017/8/29 0:00:00,113
YG3847    ,2017/8/29 0:00:00,113
YG4214    ,2017/8/29 0:00:00,113
YG4243    ,2017/8/29 0:00:00,113
YG3615    ,2017/8/29 0:00:00,113
YG3629    ,2017/8/29 0:00:00,305
YG3648    ,2017/8/29 0:00:00,305
YG3698    ,2017/8/29 0:00:00,113
